ID	FluxPsiDiff	NumIsoform	Type	RegP	FluxPsiG1	FluxPsiG2	TotalCountG1	TotalCountG2
ASM#0	0.010520816886606669	15	NA	0.00958680041963	0.9387242876526667	0.9334573438876667	637.0	495.3333333333333
ASM#1	0.026761716760000026	37	NA	0.427022007889	0.38329749103933336	0.3630529536526666	70.66666666666667	139.0
ASM#2	0.012390821371666805	2	SE	0.70952803244	0.9576341669366667	0.9452433455649999	37.666666666666664	49.0
ASM#3	0.07204581437310001	2	NA	0.195960297154	0.8692067736186667	0.9412525879916666	18.333333333333332	22.666666666666668
ASM#4	0.15568228047533328	4	NA	5.45062679623e-07	0.7657105727283332	0.6100282922529999	201.66666666666666	112.66666666666667
ASM#5	0.0005926248336799997	2	SE	0.592000041951	0.998121749577	0.9987143744106667	720.0	1526.0
ASM#6	0.12227879546933337	15	NA	0.00444215370589	0.6156862745096667	0.7115719406043333	62.666666666666664	93.66666666666667
ASM#7	0.14708994709	3	NA	0.171270987317	0.7362433862433333	0.8833333333333333	33.666666666666664	6.0
ASM#8	0.014550149933666767	2	NA	0.535122650465	0.906146648673	0.8915964987393332	263.0	48.333333333333336
ASM#9	0.011542424617333319	26	NA	0.423279166955	0.7406533152033333	0.7481543446246667	453.6666666666667	644.6666666666666
ASM#10	0.03318388476633334	456	NA	9.36832158837e-08	0.567449152859	0.598642359231	709.6666666666666	766.3333333333334
ASM#11	0.014829913106666703	2	NA	0.885940912635	0.6766917293233333	0.6618618162166666	17.333333333333332	49.333333333333336
ASM#12	0.09957010582	59	NA	0.148322761594	0.22962962962966663	0.29315476190466666	10.333333333333334	30.333333333333332
ASM#13	0.0655257936508	20	NA	0.056702892069	0.6084286944753333	0.5853187321936667	38.666666666666664	86.0
ASM#14	0.042495430603600004	23	NA	0.00166640666534	0.9401220279946667	0.8983859078006667	261.3333333333333	216.33333333333334
ASM#15	0.013350739598133338	3	NA	0.0380320970936	0.9644466287366668	0.9751118294313335	402.6666666666667	496.0
ASM#16	0.05948435788066653	3	NA	1.42134922722e-09	0.8518394399763333	0.7923550820956667	1077.0	962.0
ASM#17	0.04780287626899998	67	NA	0.465592566743	0.45240641711233337	0.4121430103570001	46.333333333333336	44.666666666666664
ASM#18	0.01777482898733332	11	NA	0.071276170115	0.588813317214	0.582933645638	1033.0	796.3333333333334
ASM#19	NA	31	NA	NA	NA	NA	2.3333333333333335	5.333333333333333
ASM#20	0.06642771804033343	6	NA	0.289053099064	0.6335722819596666	0.7000000000000001	26.0	44.333333333333336
ASM#21	0.015602921021666716	12	NA	0.000443535748708	0.9662844550623334	0.9506815340406667	1450.0	1189.3333333333333
ASM#22	NA	3	NA	NA	NA	NA	4.666666666666667	0.0
ASM#23	0.09360218073899997	6	NA	0.0949141213755	0.8349692478323334	0.9285714285713333	81.0	15.333333333333334
ASM#24	0.0359360956956668	54	NA	0.0911457125821	0.7197659453473334	0.6838298496516666	304.6666666666667	262.3333333333333
ASM#25	0.005313811274333169	2	SE	0.181118018951	0.9887753388693333	0.9834615275950002	533.6666666666666	449.0
ASM#26	0.028310271437333334	4	NA	3.1738129719e-08	0.9563724734113332	0.9280622019739999	1429.0	1385.3333333333333
ASM#27	0.12196454721166666	5	NA	3.53829336409e-06	0.5955430759356667	0.6983596367546667	145.33333333333334	348.3333333333333
ASM#28	0.013910008262099996	2	NA	0.512933383397	0.8958188958186666	0.8819088875566666	153.33333333333334	173.0
ASM#29	0.019841269841333387	2	NA	0.966711384509	1.0	0.9801587301586666	30.0	73.66666666666667
