ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsiDiff	turbo_p_value	majiq_p_value	leafcutter_p_value	jum_p_value
ASM9542	2	4	926	29827	0.085366981	0.139619703	NA	NA	NA	0.0473
ASM9543	3	13	607	32553	1.12E-06	0.438174322	1	NA	NA	NA
ASM9544	2	5	745	139	0.260386292	0.079792725	NA	NA	NA	NA
ASM9545	10	25	16073	19685	1	0	3.95E-05	NA	7.63E-05	0.0177
ASM9546	2	3	245	347	0.35330291	0	NA	NA	NA	NA
ASM9547	2	9	118	171	0.664900672	0	NA	NA	NA	NA
ASM9548	5	18	3187	18169	3.92E-10	0	0	2.83E-09	4.33E-06	0.0249
ASM9549	7	13	130763	204290	1	0.242857143	NA	NA	NA	0.0243
ASM9550	2	11	0	598	NA	0	NA	NA	NA	NA
ASM9551	7	11	61418	62110	0.153155667	0.00617284	0.000255	NA	1.61E-07	0.0084
ASM9552	2	3	344	90	0.557644909	0.083333333	NA	NA	NA	NA
ASM9553	3	4	46	3	0.914148054	0.111111111	1	NA	NA	NA
ASM9554	6	16	8074	8953	1	0	0.0238	NA	NA	0.0455
ASM9555	4	22	25007	15722	0.077565968	0.072408268	4.55E-05	NA	0.0137	0.0323
ASM9556	7	19	5004	6375	0.563534444	0.007613678	0.342	NA	NA	0.0692
ASM9557	10	36	49136	71428	0.131729475	0.066666667	6.53E-07	NA	0.000174	0.0152
ASM9558	6	9	10803	12412	0.785415231	0.012700438	0.361	NA	0.974	0.0661
ASM9559	5	28	13263	17521	0.077062305	0	0.15	NA	0.225	0.0184
ASM9560	7	16	3475	3107	3.14E-06	0	4.69E-14	NA	0.797	0.0357
ASM9561	7	9	2753	2513	0.256188836	0.038634461	0.633	NA	NA	0.242
ASM9562	2	4	2205	2641	0.669053937	0	NA	NA	NA	NA
ASM9563	6	18	2981	4700	0.80023196	0.052043963	0.00425	NA	0.565	0.0305
ASM9564	2	20	4805	3737	0.000773164	1	0.00383	NA	NA	NA
ASM9565	5	15	19625	26101	0.271557237	0.001470061	1	NA	NA	NA
ASM9566	4	14	1649	1511	0.791869829	0.037956988	0.0119	NA	NA	NA
ASM9567	5	24	4903	4672	0.003696424	0	0.000437	NA	0.00935	0.0574
ASM9568	3	4	1075	89	0.079377442	0.466666667	NA	NA	NA	NA
ASM9569	3	6	18	23	0.706530031	0.333333333	NA	NA	NA	NA
ASM9570	7	11	3371	3819	NA	0.244047619	NA	NA	NA	NA
ASM9571	7	25	10454	17068	0.007456336	0.027056277	0.000941	NA	NA	0.201
ASM9572	2	4	6813	6853	0.006211859	0.003312492	NA	NA	NA	NA
ASM9573	4	25	16426	24965	0.092211871	0	0.295	NA	0.876	0.0146
ASM9574	6	9	77	73	0.012251978	0.249206349	1.31E-05	NA	NA	NA
ASM9575	2	5	2010	2010	0.501423806	0.021069768	1	NA	NA	NA
ASM9576	7	9	32971	67578	0.22760277	0.042379707	1	NA	NA	0.0354
ASM9577	7	14	5652	1864	0.01498215	0.010713909	0.293	NA	NA	0.14
ASM9578	3	5	226	564	0.630561014	0.049685631	0.00235	NA	NA	NA
ASM9579	6	10	856	771	0.023612162	0.101311524	NA	NA	NA	0.23
ASM9580	9	30	19541	17259	0.007106591	0.077172453	0.433	NA	0.554	0.073
ASM9581	4	9	176	137	0.252237861	0.333333333	0.794	NA	NA	NA
ASM9582	9	32	16595	17333	NA	0.072657493	NA	NA	0.303	0.0277
ASM9583	4	23	39837	25353	0.863328351	0.031880633	0.219	NA	0.607	0.0125
ASM9584	5	11	23037	19782	1	0.014109024	0.707	NA	0.733	0.062
ASM9585	5	32	1814	4108	4.87E-05	0.151021467	0.00915	NA	NA	0.0829
ASM9586	2	4	12	25	0.82080527	0	NA	NA	NA	NA
ASM9587	2	6	27	54	0.791827503	0	NA	NA	NA	NA
ASM9588	3	10	1885	4319	7.90E-05	0.397992977	0.645	NA	NA	0.0762
ASM9589	7	11	8968	8879	0.753262622	0.333333333	0.783	NA	NA	0.702
ASM9590	2	3	1408	1855	0.51324549	0.002169279	0.000663	NA	0.152	NA
ASM9591	3	7	4958	6643	0.6504561	0.046759259	NA	NA	NA	NA
ASM9592	7	41	15016	6944	0.564211815	0.05	3.31E-05	NA	NA	0.058
ASM9593	6	14	2045	4007	0.333484261	0.051345033	0.13	NA	NA	0.204
ASM9594	7	8	1259	1075	0.288131187	0.094648608	0.587	NA	NA	0.0553
ASM9595	9	23	10315	7515	0.152276197	0.396866097	0.00287	1.17E-08	0.00066	0.033
ASM9596	4	28	9465	11342	0.880387262	0.129935538	0.102	NA	0.165	0.0296
ASM9597	2	3	1443	611	0.909312931	0.010401635	0.039	NA	NA	NA
ASM9598	2	5	352	178	0.996219336	0.010401635	NA	NA	NA	NA
ASM9599	8	29	61039	79826	0.262469915	0.009896725	2.61E-06	NA	0.00319	0.0091
ASM9600	6	12	5114	3468	0.108297707	0.012813962	0.0662	NA	0.233	0.0637
ASM9601	4	45	624	691	0.164602768	0.666666667	1	NA	NA	NA
ASM9602	3	19	6081	7208	0.886489654	0.016086002	0.00662	NA	0.479	0.0185
ASM9603	5	7	8397	11544	0.988639521	0.052750028	0.386	NA	0.708	0.0602
ASM9604	9	21	3403	5575	0.27807127	0.337037037	0.22	NA	NA	0.0764
ASM9605	3	21	120	240	0.257496676	0.134920635	NA	NA	NA	NA
ASM9606	3	9	73	152	0.597278729	0.101851852	1	NA	NA	NA
ASM9607	6	9	5311	4747	0.981097163	0.444444444	NA	NA	0.285	0.0489
ASM9608	4	7	63	121	0.480094973	0.416666667	NA	NA	NA	NA
ASM9609	4	5	1336	1623	0.006684837	0.06034497	NA	NA	NA	0.128
ASM9610	3	5	612	402	0.004346789	0.036226732	NA	NA	NA	NA
ASM9611	4	13	5244	7500	0.304753985	0	0.00121	NA	0.00842	0.039
ASM9612	3	10	3939	5540	1	0.02620118	NA	NA	NA	NA
ASM9613	3	6	1996	2270	0.672543314	0.032706894	NA	NA	NA	0.129
ASM9614	4	6	2282	2631	0.326004055	0.026428667	NA	NA	0.187	0.0767
ASM9615	6	26	22521	27701	0.379991237	0.135817946	4.90E-07	NA	0.00388	0.0157
ASM9616	2	3	9349	3938	0.739739871	0.00715176	0.0796	NA	0.142	0.0247
ASM9617	8	7	674	619	0.550766839	0.083224646	0.392	NA	0.903	0.0842
ASM9618	2	4	2105	2338	0.593345735	0.063636364	NA	NA	NA	NA
ASM9619	4	42	1463	3069	0.040609501	0.26969697	1.82E-05	NA	NA	0.0951
ASM9620	2	4	362	608	0.751351253	0.13994709	NA	NA	NA	NA
ASM9621	2	6	110	207	0.122947777	0.201673327	NA	NA	NA	NA
ASM9622	5	42	7892	21366	2.42E-05	0.190413943	0.000141	NA	0.000478	0.0269
ASM9623	2	3	3891	2782	0.150772557	0.03279415	0.000182	NA	NA	0.0613
ASM9624	3	7	3935	3295	0.195055127	0.062382183	NA	NA	NA	0.118
ASM9625	3	5	23	13	0.022744687	0.416666667	NA	NA	NA	NA
ASM9626	10	12	2679	4003	NA	0.092063492	0.0179	NA	0.29	0.0735
ASM9627	2	3	82	248	0.253943712	0.034803922	0.285	NA	NA	0.313
ASM9628	3	31	18427	16804	0.158628428	0.179786106	1	NA	0.876	0.112
ASM9629	2	3	173	45	0.971246245	0.085569986	NA	NA	NA	NA
ASM9630	3	5	2040	2086	0.83473086	0.046313374	1	NA	0.312	0.189
ASM9631	2	3	1310	637	0.304330583	0.185733864	NA	NA	NA	NA
ASM9632	2	5	205	130	0.749604635	0.185733864	NA	NA	NA	NA
ASM9633	2	5	734	307	0.130891209	0.185733864	NA	NA	NA	NA
ASM9634	7	18	1612	953	6.46E-05	0.114498581	0.0904	NA	NA	0.0878
ASM9635	6	40	29947	28525	0.472744725	0.02097235	0.0084	NA	0.0484	0.029
ASM9636	2	3	175	133	0.748848933	0.06547619	NA	NA	NA	NA
ASM9637	2	3	4433	6377	0.24112617	0.005855469	0.831	NA	NA	0.0502
ASM9638	2	4	2703	3690	0.664185962	0.049122807	NA	NA	NA	NA
ASM9639	2	4	21365	28796	1	0.0069784	NA	NA	0.887	0.00909
ASM9640	3	5	1614	1306	0.218813144	0.039246753	NA	NA	NA	0.0774
ASM9641	2	8	3085	2622	0.503543409	0.042057076	NA	NA	NA	NA
ASM9642	9	10	12139	16048	0.999993128	0.005672359	0.0327	NA	0.266	0.0222
ASM9643	4	13	127	271	0.206736843	0.361111111	1	NA	NA	NA
ASM9644	3	5	863	863	0.236022374	0.118346871	NA	NA	NA	0.0749
ASM9645	2	3	218	200	0.483198256	0.209018759	NA	NA	NA	NA
ASM9646	3	25	30973	23663	0.462888223	0.027870552	0.00169	NA	0.022	0.0213
ASM9647	3	6	10006	13893	1	0.001293674	0.588	NA	NA	0.0367
ASM9648	2	3	4380	5826	0.348625194	0.012700323	NA	NA	NA	0.0822
ASM9649	9	16	1902	1905	0.000214781	0.323717949	0.276	NA	0.131	0.058
ASM9650	2	3	75	104	0.325642842	0.033333333	NA	NA	NA	NA
ASM9651	3	4	214	139	0.71470174	0.088116124	NA	NA	NA	0.135
ASM9652	3	4	308	192	0.297221409	0.07983683	0.0915	NA	NA	0.127
ASM9653	4	9	1550	945	0.003912004	0.046516394	NA	NA	NA	0.0741
ASM9654	2	3	338	28	0.169415961	0.011111111	NA	NA	NA	NA
ASM9655	2	3	2251	1886	0.28445635	0.061199539	NA	NA	0.143	0.0369
ASM9656	2	7	191	0	NA	1	NA	NA	NA	NA
ASM9657	2	8	9920	8196	0.830561224	0	NA	NA	0.156	0.0119
ASM9658	9	12	12835	13650	NA	0.0098178	0.569	NA	0.815	0.0518
ASM9659	8	14	21401	15992	NA	0.167815208	1	NA	NA	0.0481
ASM9660	8	21	28808	14916	0.208601009	0.050992217	0.074	NA	0.315	0.013
ASM9661	6	19	4988	0	NA	0.949520674	NA	NA	NA	0.0943
ASM9662	2	3	52	0	NA	0.666666667	NA	NA	NA	NA
ASM9663	2	4	11	0	NA	0.666666667	NA	NA	NA	NA
ASM9664	2	4	6531	5416	0.809283798	0.007984498	NA	NA	NA	NA
ASM9665	3	6	2171	1990	0.473415039	0.007557383	0.231	NA	0.33	0.0412
ASM9666	2	3	24	4	0.706729689	0.928030303	NA	NA	NA	NA
ASM9667	4	20	41256	73976	0.081474392	0	0	NA	0.000498	0.00839
ASM9668	4	26	8209	8290	0.735427125	0.352941176	0.0648	NA	0.621	0.0316
ASM9669	4	27	17107	20572	1	0	0.0115	NA	0.141	0.011
ASM9670	8	15	2370	4083	NA	0	1	NA	0.292	0.0497
ASM9671	2	3	1484	1720	0.735146825	0.005071376	0.443	NA	0.79	0.0615
ASM9672	4	9	152	55	0.225417273	0.277777778	1	NA	NA	NA
ASM9673	2	4	28	435	0.219293054	0.303030303	NA	NA	NA	NA
ASM9674	2	3	35691	25113	1	2.34E-05	1	NA	NA	0.116
ASM9675	7	27	6801	6285	1	0.333333333	NA	NA	0.298	0.0323
ASM9676	5	15	192	0	NA	0.833333333	NA	NA	NA	NA
ASM9677	2	9	19441	24026	0.975030743	0.005830815	0.575	NA	0.651	0.0588
ASM9678	3	5	810	457	0.120778652	0.023909357	NA	NA	NA	NA
ASM9679	2	4	1722	998	0.887914882	0.004603175	NA	NA	NA	NA
ASM9680	8	9	9608	15103	0.803502201	0.138777889	NA	NA	NA	0.0476
ASM9681	6	19	1842	3407	0.788222087	0.051144031	0.00479	NA	NA	0.16
ASM9682	2	10	163743	178542	0.94601529	0.000863307	NA	NA	NA	0.22
ASM9683	2	4	52	39	0.636112167	0	NA	NA	NA	NA
ASM9684	9	17	7236	6925	0.99769459	0.038240013	0.0107	NA	NA	0.455
ASM9685	2	4	46	4524	0.885323493	0.190676256	0.00145	NA	NA	0.0615
ASM9686	2	3	717	977	0.647317167	0.052220466	0.17	NA	NA	0.0631
ASM9687	2	3	674	1093	0.636431848	0.039092112	0.505	NA	0.648	0.0736
ASM9688	3	8	30443	29225	0.929532833	0.001989725	NA	NA	NA	NA
ASM9689	3	5	6375	11574	0.217896582	0.044617905	NA	NA	0.036	0.0441
ASM9690	9	13	37055	68001	0.979433435	0	0.0115	NA	0.000271	0.0104
ASM9691	10	17	106613	157059	0	0.035564194	0.102	NA	0.000271	0.00784
ASM9692	2	3	8701	16069	0.528786404	0.007031317	0.102	NA	0.542	0.0213
ASM9693	2	3	84519	119655	1	0.000108593	1	NA	NA	0.09
ASM9694	3	6	2920	3723	0.316275235	0.050385674	NA	NA	NA	NA
ASM9695	2	3	352	379	0.33500642	0.042348006	0.121	NA	NA	NA
ASM9696	2	3	202	293	0.576398002	0.006058344	0.484	NA	NA	NA
ASM9697	3	6	445	461	0.448232218	0.029822152	NA	NA	NA	NA
ASM9698	2	4	1508	2378	0.82544947	0.010603718	0.369	NA	NA	0.189
ASM9699	3	7	16638	19981	0.035867874	0.062383346	NA	NA	6.79E-05	0.0254
ASM9700	7	24	2015	1605	0.084771456	0.044173882	0.000261	0.611	NA	0.157
ASM9701	5	8	1839	6614	NA	0.053775854	0.839	NA	NA	0.194
ASM9702	6	10	859	1694	0.081153804	0.009246189	NA	NA	0.268	0.0448
ASM9703	3	4	2362	4905	0.745037101	0.134567067	NA	NA	NA	0.165
ASM9704	4	11	3530	757	0.000215185	0.185378218	NA	NA	NA	NA
ASM9705	8	20	9688	4951	NA	0.113038111	NA	NA	NA	0.166
ASM9706	9	21	28300	22251	1	0.046061039	0.953	NA	0.133	0.0167
ASM9707	2	4	793	425	0.00482214	0.129615905	NA	NA	NA	NA
ASM9708	6	33	14516	6371	0.054107151	0.571428571	0.084	0.895	0.000128	0.0249
ASM9709	5	8	13734	22363	0.648402529	0.003835636	0.501	NA	NA	0.0813
ASM9710	5	23	13801	11856	0.934789558	0	0.301	NA	0.00325	0.034
ASM9711	5	11	27620	20951	0.202181759	0.039936564	0.227	NA	0.0637	0.0422
ASM9712	9	16	68536	93258	0.861625651	0.001004073	0.291	NA	0.0336	0.0125
ASM9713	9	33	4035	5264	0.000874594	0.094017094	0.00121	NA	0.669	0.165
ASM9714	10	41	0	819	NA	1	NA	NA	NA	NA
ASM9715	7	12	6791	7396	0.017971547	0.039024934	0.00773	NA	0.0381	0.0505
ASM9716	8	15	504	2741	0.559200527	0.157407407	0.000127	NA	NA	1
ASM9717	9	26	16052	18976	NA	0.006875606	NA	NA	1	0.0461
ASM9718	3	7	36	10	1	0.666666667	NA	NA	NA	NA
ASM9719	5	38	11611	13489	0.069690872	0.277777778	4.63E-05	NA	0.0415	0.0286
ASM9720	9	8	3978	5758	9.23E-06	0.078114832	8.79E-06	NA	0.000924	0.0437
ASM9721	3	22	38197	44530	0.825258218	0.01727318	0.37	NA	NA	0.0277
ASM9722	5	17	531	383	0.572731931	0.037037037	NA	NA	NA	NA
ASM9723	4	7	168	53	0.418806071	0.027389277	1	NA	NA	NA
ASM9724	4	28	14897	11195	0.96873085	0.333333333	0.645	NA	0.986	0.0656
ASM9725	4	22	17579	20072	0.000162145	0.033561616	1.19E-09	NA	0.000175	0.0222
ASM9726	5	28	7918	12165	0.891152862	0.666666667	0.00031	NA	0.0985	0.0529
ASM9727	2	4	2207	1862	0.580261353	0.01037037	1	NA	NA	NA
ASM9728	2	6	2596	2192	0.01701721	0.016113516	NA	NA	NA	NA
ASM9729	3	45	17938	18310	0.886559361	0	0.862	NA	0.0905	0.062
ASM9730	6	18	7500	5626	0.300363733	0.094343547	9.89E-05	NA	0.106	0.0297
ASM9731	2	6	3411	2758	0.095458747	0	NA	NA	NA	NA
ASM9732	2	3	1288	784	0.397077603	0.024447862	0.245	NA	0.632	0.424
ASM9733	3	4	302	188	0.527029711	0.028229589	0.0058	NA	0.417	0.0361
ASM9734	5	7	638	47	0.103360688	0.131063321	1	NA	NA	0.328
ASM9735	2	4	1938	242	0.216133212	0.02475162	NA	NA	NA	NA
ASM9736	2	5	7638	717	0.00123214	0.064477621	NA	NA	NA	NA
ASM9737	9	28	6916	11724	NA	0.335978836	NA	NA	NA	0.253
ASM9738	7	32	6936	7937	NA	0.333333333	NA	NA	0.348	0.251
ASM9739	5	38	39844	44454	0.270382774	0.021978022	NA	NA	NA	NA
ASM9740	3	8	3040	5160	0.409562321	0.015263999	NA	NA	NA	0.0635
ASM9741	5	42	12174	10364	0.625176439	0.291666667	0.00179	0.622	0.00642	0.04
ASM9742	3	38	17165	16343	0.381115752	0.010685473	0.0265	NA	0.555	0.0361
ASM9743	5	15	6673	15025	0.000343541	0	0.014	NA	0.00364	0.0287
ASM9744	2	5	6419	9892	0.75945346	0.003576564	NA	NA	NA	0.0688
ASM9745	2	3	1016	708	0.910736104	0.007018636	0.797	NA	0.403	0.0307
ASM9746	2	4	1442	971	0.345588244	0.00861189	0.908	NA	0.402	0.112
ASM9747	11	31	5861	4695	1.36E-05	0.243738977	4.05E-05	NA	NA	0.0472
ASM9748	5	18	39402	64339	0.222423737	0.02836402	0.0606	NA	0.093	0.0165
ASM9749	7	39	21789	24449	4.76E-09	0.288888889	0.00171	NA	0.354	0.0399
ASM9750	2	3	3662	7674	0.714763448	0.000516339	1	NA	NA	NA
ASM9751	7	30	9671	5501	0.790277614	0.031797651	NA	NA	NA	NA
ASM9752	2	3	152	358	0.069777857	0.037605039	NA	0.653	0.112	0.0489
ASM9753	2	4	4230	4098	0.785309624	0	NA	NA	NA	NA
ASM9754	2	4	179	528	0.288796305	0.037871089	NA	NA	NA	NA
ASM9755	9	17	2749	2792	NA	0.666666667	NA	NA	0.0149	0.0485
ASM9756	8	39	132831	121025	0	0.186069486	0.0587	NA	0.0157	0.013
ASM9757	9	27	15581	23502	0.492511849	0.013446796	0.00353	NA	0.00283	0.0296
ASM9758	2	11	1075	1387	0.661302535	0.127004776	NA	NA	NA	0.107
ASM9759	2	3	795	646	0.76485869	0.127004776	0.117	NA	NA	0.0891
ASM9760	2	4	816	665	0.665902186	0.436691087	NA	NA	NA	NA
ASM9761	9	26	3250	2492	0.496372365	0.111111111	0.0653	NA	NA	0.0891
ASM9762	2	4	5	10	0.541570807	0.333333333	NA	NA	NA	NA
ASM9763	2	3	157	124	0.445241845	0.011707247	0.367	NA	NA	NA
ASM9764	3	5	626	474	NA	0.012977627	NA	NA	NA	0.107
ASM9765	6	17	2117	192	0.027364862	0	1	NA	NA	0.161
ASM9766	2	4	424	230	0.967208171	0.068637527	NA	NA	0.182	0.168
ASM9767	6	23	43396	27765	0.002046241	0.053877161	1	NA	NA	0.0453
ASM9768	2	4	1262	1240	0.290906233	0.019587256	0.549	NA	0.271	0.0926
ASM9769	10	19	28658	2885	0.727610925	0	0.642	NA	0.000302	0.0477
ASM9770	6	33	21188	39175	0.533783638	0.00899688	0.215	NA	0.16	0.0295
ASM9771	2	3	3192	2623	1	0.061966203	0.665	NA	0.399	0.0369
ASM9772	2	3	4069	3877	1	0.008634466	0.156	NA	0.0235	0.0373
ASM9773	3	5	1829	3123	0.1805506	0.036274056	NA	NA	NA	0.058
ASM9774	2	5	1028	995	0.913522249	0.009721751	NA	NA	0.666	NA
ASM9775	2	18	9878	10150	0.639040375	0.006136842	NA	NA	0.599	NA
ASM9776	4	16	73	328	0.464963705	0.305555556	NA	NA	NA	NA
ASM9777	3	7	0	307	NA	1	NA	NA	NA	NA
ASM9778	2	3	1220	824	0.844078039	0.027977272	0.821	NA	0.991	0.0456
ASM9779	7	31	51396	33483	1	0	0.0179	NA	0.184	0.0135
ASM9780	3	7	37	0	NA	0.655555556	NA	NA	NA	NA
ASM9781	2	4	32	0	NA	0.655555556	NA	NA	NA	NA
ASM9782	2	3	51	0	NA	0.75	NA	NA	NA	NA
ASM9783	2	6	195	16	0.023923003	0.333333333	NA	NA	NA	NA
ASM9784	2	3	126	22	0.053379502	0.236019536	1	NA	NA	NA
ASM9785	2	3	14	0	NA	0.666666667	NA	NA	NA	NA
ASM9786	2	3	110	180	0.542789307	0.002421532	0.0427	NA	NA	0.124
ASM9787	2	3	94	224	0.34311493	0.044283414	0.413	NA	NA	0.54
ASM9788	8	21	2752	2952	0.855646435	0.333333333	0.0212	NA	0.575	0.0438
ASM9789	2	3	82	30	0.157307385	0.266666667	NA	NA	NA	NA
ASM9790	9	31	3208	7599	2.33E-14	0.118808805	0.0227	NA	0.0196	0.0683
ASM9791	2	4	4265	3427	0.917766507	0.001526326	NA	NA	NA	NA
ASM9792	8	10	6209	7886	0.56347929	0.063973064	0.00955	0.626	0.0309	0.0446
ASM9793	8	11	49179	90680	NA	0	NA	NA	0.294	0.00704
ASM9794	9	15	19721	17639	1.98E-12	0.253085906	0.107	NA	0.00933	0.0171
ASM9795	5	7	6493	13145	0.42521843	0.020086661	0.0278	NA	0.25	0.0462
ASM9796	7	15	20245	14164	0.091510854	0.150381819	1	NA	0.176	0.129
ASM9797	2	4	92	12	1	0.366666667	NA	NA	NA	NA
ASM9798	6	35	6280	22494	0.056255154	0.442840785	5.03E-11	NA	NA	0.044
ASM9799	7	10	3960	8425	0.75405715	0.0027997	0.286	NA	0.843	0.0718
ASM9800	6	16	4540	3373	0.015718932	0.005144021	NA	NA	NA	0.0568
ASM9801	4	9	19400	23683	0.289677268	0.003718512	1	NA	NA	0.0479
ASM9802	5	7	4647	5440	0.485182465	0.027636942	NA	NA	0.832	0.0337
ASM9803	10	15	23743	51256	0.999445412	0	0.000147	NA	5.41E-06	0.00617
ASM9804	2	3	15134	18471	0.573420911	0.010446255	0.123	NA	0.226	NA
ASM9805	2	3	16621	20264	0.397888584	0.014014574	NA	NA	0.0129	0.00766
ASM9806	6	15	2985	3545	0.345432342	0	0.000128	NA	0.735	0.0429
ASM9807	8	21	2902	8034	0.000457219	0.005144964	1.24E-07	NA	3.03E-05	0.051
ASM9808	8	11	17954	19573	0.629385621	0.139989209	0.601	NA	0.0109	0.0545
ASM9809	2	4	2010	2465	0.033821441	0.007504865	0.661	NA	NA	NA
ASM9810	7	30	10411	15182	0.019185345	0.380952381	NA	NA	NA	NA
ASM9811	2	4	28	71	0.07286303	1	NA	NA	NA	NA
ASM9812	2	4	0	169	NA	0.849206349	NA	NA	NA	NA
ASM9813	2	3	2737	7268	0.856075784	0.015676212	0.206	NA	NA	0.0459
ASM9814	2	4	3518	9690	0.805594725	0.001969007	1	NA	NA	NA
ASM9815	2	3	3494	9082	0.550275533	0.000647921	1	NA	NA	NA
ASM9816	2	3	4759	12679	0.289814742	0.004732251	0.00432	NA	NA	0.0359
ASM9817	8	18	6630	4966	0.566203928	0.533333333	0.0678	NA	NA	NA
ASM9818	10	14	91167	104573	0.999945634	0	NA	NA	7.06E-05	0.00508
ASM9819	4	30	11260	7802	0.000210517	0.125541126	2.55E-05	4.01E-18	0.000104	0.0233
ASM9820	2	4	475	3521	0.578907073	0.023816961	0.00408	NA	NA	0.284
ASM9821	6	13	8437	12049	0.931395644	0.112862944	NA	NA	0.0427	0.0251
ASM9822	7	11	2197	2632	0.947706087	0.084210526	0.238	NA	NA	NA
ASM9823	7	29	7105	13020	0.028909729	0.141594378	6.39E-06	NA	0.000149	0.0496
ASM9824	2	4	3278	6419	0.925656905	0.002825106	1	NA	NA	0.0548
ASM9825	2	3	2082	4184	1	0.005563991	0.000643	NA	NA	0.411
ASM9826	3	29	3559	4801	0.00990951	0.111111111	NA	NA	0.000149	0.0961
ASM9827	4	9	673	665	0.512378306	0.072365906	0.234	NA	NA	0.463
ASM9828	2	4	620	585	0.164258149	0.005505051	0.122	NA	NA	0.12
ASM9829	7	8	3779	5078	0.971601741	0.004280936	0.953	NA	NA	NA
ASM9830	2	5	771	843	0.483885523	0.082636329	NA	NA	NA	NA
ASM9831	3	6	365	272	0.077413812	0.034120083	NA	NA	NA	NA
ASM9832	3	6	681	744	0.97192396	0.081879047	NA	NA	NA	NA
ASM9833	5	26	12308	24081	0.191043893	0.018997249	0.132	NA	NA	0.24
ASM9834	5	5	7549	6621	1.88E-05	0.098356108	0	0.0215	8.48E-11	0.0181
ASM9835	8	29	8404	2555	0.965334378	0.666666667	NA	NA	NA	0.109
ASM9836	3	5	7008	6187	1	0.012654867	NA	NA	0.467	0.0216
ASM9837	4	15	402	567	0.740750976	0.095238095	0.723	NA	NA	NA
ASM9838	5	19	11015	10350	3.89E-08	0.078815456	NA	NA	0.964	0.0328
ASM9839	8	28	25643	28188	0.821044508	0	0.0866	NA	0.48	0.0499
ASM9840	6	40	9882	12630	0.653783718	0.517857143	0.224	NA	0.00568	0.0456
ASM9841	7	10	32334	42633	1	0	0.123	NA	0.27	0.016
ASM9842	2	3	518	100	0.190034248	0.060951174	0.000503	NA	NA	0.111
ASM9843	3	4	16514	3230	0.169697815	0	0.00123	NA	0.00157	0.044
ASM9844	4	6	10469	2430	0.955967333	0.001402633	NA	NA	0.999	0.0829
ASM9845	6	12	6862	7991	0.165036635	0.011183261	0.126	NA	NA	0.0571
ASM9846	9	15	5609	4846	0.727297939	0.09103779	3.62E-05	NA	0.0125	0.02
ASM9847	9	12	50534	72633	0.295589523	0.333333333	8.84E-09	NA	0.00026	0.0235
ASM9848	9	25	2881	1087	2.18E-05	0.176178451	2.38E-06	NA	NA	NA
ASM9849	2	5	212	161	0.301073974	0.034737485	NA	NA	NA	NA
ASM9850	2	3	244	119	0.635529841	0.042156863	0.211	NA	NA	0.348
ASM9851	8	35	2708	25637	0.98634389	0.666666667	1	NA	0.00149	0.0557
ASM9852	3	8	0	563	NA	1	NA	NA	NA	NA
ASM9853	7	10	28019	68099	1	0.023201624	0.00029	NA	0.0117	0.0185
ASM9854	3	4	7066	15323	0.797637928	0.00128135	1	NA	NA	0.0522
ASM9855	2	4	4728	10370	0.728933044	0.001135718	NA	NA	NA	NA
ASM9856	2	5	151	120	0.752400981	0.111904762	NA	NA	NA	NA
ASM9857	2	4	6638	6780	0.502583869	0	NA	NA	NA	NA
ASM9858	2	7	230	306	0.640701495	0.046860411	NA	NA	NA	0.119
ASM9859	2	14	2872	3491	0.137185043	0	9.13E-07	NA	0.229	0.151
ASM9860	2	4	17782	11730	0.896088306	0.000597647	NA	NA	NA	NA
ASM9861	3	5	14548	9665	0.610722557	0.035162244	NA	NA	0.753	0.0265
ASM9862	8	22	9168	10199	0.302811417	0.023378916	0.0818	NA	0.39	0.0183
ASM9863	4	8	17777	35512	0.280552575	0.072012827	NA	NA	0.00822	0.0189
ASM9864	2	3	808	1261	0.003480128	0.023839886	0.00783	NA	NA	NA
ASM9865	3	6	1738	16227	0.000639446	0.100907483	NA	NA	NA	NA
ASM9866	3	4	181	467	0.915497883	0.052930969	NA	NA	NA	0.0628
ASM9867	3	7	1690	2602	0.878551528	0.172429944	NA	NA	0.686	0.165
ASM9868	4	22	11891	20703	3.57E-05	0	0.0242	NA	0.036	0.0474
ASM9869	6	19	26480	48670	0.004530119	0.004570621	NA	NA	NA	NA
ASM9870	2	3	839	463	0.155405586	0.011152726	0.839	NA	0.134	NA
ASM9871	2	3	1025	522	0.141535602	0.009402513	0.0253	NA	NA	NA
ASM9872	2	3	5009	2740	0.0520025	0.11070175	0.0331	NA	0.0805	0.0733
ASM9873	2	5	4301	2619	0.174738094	0.025164159	NA	NA	NA	0.0501
ASM9874	2	3	2164	1048	0.231235658	0.333333333	NA	NA	NA	NA
ASM9875	12	31	2636	3936	9.10E-15	0.005952381	0.0466	NA	NA	0.0464
ASM9876	4	11	63528	149	0.559551098	0.115421612	NA	NA	NA	NA
ASM9877	6	44	41459	21168	8.10E-15	0.204804805	0.779	1	8.44E-05	0.0356
ASM9878	3	5	1702	1812	0.184005874	0.076011535	NA	NA	0.084	0.379
ASM9879	3	5	983	948	0.073979357	0.45602184	NA	NA	NA	0.0474
ASM9880	2	3	11439	8812	0.215851485	0.011127225	NA	NA	0.527	0.036
ASM9881	10	38	6908	9315	0	0	0	7.61E-14	1.86E-07	0.027
