ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsiDiff	turbo_p_value	majiq_p_value	leafcutter_p_value	jum_p_value
ASM9882	2	3	5	51	0.0756072	0.513227513	1	NA	NA	NA
ASM9883	10	35	5177	6126	0.786170843	0.333333333	0.143	NA	NA	0.0604
ASM9884	6	25	2369	2123	0.020267348	0.231598292	0.0777	NA	0.237	0.0656
ASM9885	2	5	588	553	0.560535548	0.222222222	NA	NA	NA	NA
ASM9886	5	8	2955	3611	0.001517683	0.097609524	NA	NA	0.017	0.0281
ASM9887	4	20	19554	19297	0.154510383	0	NA	NA	0.991	0.0177
ASM9888	2	6	30	133	0.803762185	0.066666667	NA	NA	0.138	0.09
ASM9889	3	5	11	75	0.045308696	0.5	NA	NA	NA	NA
ASM9890	2	4	260	247	0.437664162	0.097646798	NA	NA	NA	NA
ASM9891	8	40	6945	7748	NA	0.050505051	0.184	NA	NA	0.24
ASM9892	6	23	358593	739331	0	0	2.28E-13	NA	0.109	0.00788
ASM9893	2	3	7	24	1	0.3	NA	NA	NA	NA
ASM9894	3	7	42	308	0.231833501	0.132275132	1	NA	NA	NA
ASM9895	8	15	6302	10039	NA	0	4.62E-07	NA	0.397	0.0958
ASM9896	5	6	2570	3041	0.630987041	0.111619729	NA	NA	0.419	0.0322
ASM9897	6	15	7737	14417	0.868341723	0.083236208	1	NA	0.359	0.055
ASM9898	8	13	3167	2402	NA	0.180189088	0.00382	NA	0.00643	0.0331
ASM9899	2	5	5783	4381	0.800982168	0.009705314	NA	NA	NA	NA
ASM9900	7	18	14204	32118	0.814569393	0.069216748	0.752	NA	0.538	0.0972
ASM9901	4	7	1354	3358	0.024055831	0.00576252	0.868	NA	NA	NA
ASM9902	2	13	127653	126598	0.601731905	0	NA	NA	0.507	0.00926
ASM9903	8	17	45359	43268	0.975615618	0.124542125	0.479	NA	0.145	0.0152
ASM9904	5	9	14635	23974	0.962642665	0.009576025	NA	NA	0.236	0.0448
ASM9905	6	27	5015	6527	0.000815275	0.089814815	0.0242	NA	NA	0.141
ASM9906	2	4	1920	2297	0.256400944	0.00425602	NA	NA	NA	0.0772
ASM9907	8	10	2395	3618	0.376004796	0.210188034	NA	NA	0.466	0.0465
ASM9908	9	11	8741	12793	0.25159901	0	0	2.46E-17	4.32E-08	0.0228
ASM9909	5	24	8016	11884	0.277166514	0.333333333	0.466	NA	NA	0.0454
ASM9910	3	7	3322	3207	1	0.066211276	NA	NA	NA	NA
ASM9911	3	19	7068	7826	0.559784609	0.34607065	0.000748	NA	NA	0.0459
ASM9912	7	33	15915	23626	0.948293049	0.198412698	0.246	NA	0.232	0.0185
ASM9913	2	3	207	277	0.344585621	0.051267057	0.0432	NA	NA	0.126
ASM9914	7	13	78050	76358	0.960270176	0.070265277	NA	NA	0.0959	0.0184
ASM9915	7	27	32274	23471	8.95E-05	0.333333333	9.60E-08	NA	0.348	0.0145
ASM9916	7	10	11041	5120	0.96386747	0.004326953	0.041	NA	0.0451	0.0198
ASM9917	4	5	3961	1839	0.118397385	0.025243294	0.869	NA	NA	NA
ASM9918	5	20	4766	5007	0.917470472	0.167460317	0.215	NA	0.163	0.0307
ASM9919	2	5	148	179	0.994351291	0.043893917	NA	NA	NA	0.172
ASM9920	7	22	14004	17024	0.031524844	0.06574874	0.0503	NA	0.00154	0.0223
ASM9921	7	15	1711	1092	0.117258421	0.074314574	0.458	NA	0.399	0.0682
ASM9922	8	13	3000	3840	0.615662199	0.212014886	0.0301	NA	NA	0.0819
ASM9923	4	11	3307	2944	0.984967533	0.001640884	NA	NA	NA	NA
ASM9924	4	6	333	2761	0.060944813	0.113757089	NA	NA	NA	0.0713
ASM9925	2	3	11	79	0.341444805	0.031746032	NA	NA	NA	NA
ASM9926	2	4	84	224	0.151052197	0.031746032	NA	NA	NA	NA
ASM9927	6	24	23148	24725	0.329685513	0.458152958	0.00372	NA	0.0384	0.0203
ASM9928	4	9	18734	14607	0.472422314	0.014883141	0.84	NA	0.483	0.0288
ASM9929	5	17	60176	39414	0.946035762	0	0.0143	NA	0.144	0.0188
ASM9930	3	8	110	161	0.006627134	0	NA	NA	NA	NA
ASM9931	9	15	4647	3380	0.703790818	0.164055081	0.00333	NA	0.495	0.0966
ASM9932	2	3	1894	1217	0.144869863	0.02053978	0.0525	NA	0.0962	0.0304
ASM9933	3	9	2393	808	1	0.037440604	NA	NA	NA	0.0346
ASM9934	5	25	35373	6560	NA	0.025870143	NA	NA	0.851	0.0345
ASM9935	7	45	544	10	0.004610279	0	NA	NA	0.304	NA
ASM9936	3	12	52320	26615	0.597637972	0.004953955	0.0419	NA	0.157	0.013
ASM9937	4	5	47642	33704	0.500332473	0.011642994	NA	NA	0.0559	0.0152
ASM9938	15	21	6940	4662	1.13E-07	0	1.09E-05	NA	0.0808	0.0303
ASM9939	3	7	556	172	0.000485689	0.469929984	3.43E-07	0.000000113	NA	0.108
ASM9940	7	7	212	55	0.283399492	0.411111111	0.000182	NA	NA	NA
ASM9941	5	8	9475	2697	0.031850509	0.08642767	0.816	NA	NA	0.0382
ASM9942	5	7	792	386	0.786565981	0.037777717	0.783	NA	0.833	0.0944
ASM9943	2	4	340	0	NA	1	NA	NA	NA	NA
ASM9944	7	25	1276	523	0.831479993	0	NA	NA	NA	NA
ASM9945	2	8	12567	10991	0.678104084	0.007748159	NA	NA	NA	NA
ASM9946	6	37	36456	19817	0.016893767	0.021913763	0.0507	NA	0.0115	0.0325
ASM9947	5	15	19048	21156	1	0.045478036	0.512	NA	0.97	0.0753
ASM9948	2	6	221	81	0.71570095	0.023504274	NA	NA	NA	NA
ASM9949	3	6	25787	16587	0.000640526	0.040804067	NA	NA	0.0339	0.0191
ASM9950	4	5	5614	5190	0.000547485	0.129551517	0.00338	NA	5.61E-05	0.0182
ASM9951	2	10	54778	48793	1	0.014197659	NA	NA	NA	NA
ASM9952	2	3	6532	4426	0.713929491	0.000283846	1	NA	NA	NA
ASM9953	7	14	261	84	0.514527766	0.333333333	0.585	NA	NA	NA
ASM9954	8	14	29877	22431	0.946940202	0.013298086	0.181	NA	0.368	0.0125
ASM9955	7	16	6596	4277	0.17126474	0.013003475	0.00169	NA	0.0631	0.0442
ASM9956	2	6	16	13	0.856695666	0.333333333	NA	NA	NA	NA
ASM9957	7	20	3707	4331	0.000274159	0.082828283	4.62E-07	NA	NA	0.083
ASM9958	2	3	10	0	NA	0.5	NA	NA	NA	NA
ASM9959	6	14	40337	12197	0	0	1.76E-09	NA	0.0373	0.0262
ASM9960	5	21	25724	30004	0.46539266	0.001498815	NA	NA	0.415	0.053
ASM9961	7	17	956	687	0.617466493	0.14840056	0.00141	NA	NA	0.145
ASM9962	2	5	1672	643	0.43001577	0.158730159	NA	NA	NA	NA
ASM9963	7	30	15620	7039	0	0.333333333	0	1.60E-18	8.00E-07	0.0548
ASM9964	2	5	285	172	0.056513468	0	NA	NA	0.179	0.0157
ASM9965	6	11	8708	10181	0.117297043	0.005748666	NA	NA	0.064	0.0145
ASM9966	6	27	7632	8292	0.065637862	0.333333333	3.13E-09	NA	NA	0.0415
ASM9967	2	3	594	422	0.761045663	0.005773131	1	NA	NA	NA
ASM9968	2	3	820	636	0.522161132	0.020874019	0.482	NA	NA	NA
ASM9969	6	9	3207	5228	0.006427736	0.066641288	0.00152	NA	0.056	0.0315
ASM9970	2	7	130	0	NA	0.583333333	NA	NA	NA	NA
ASM9971	2	4	339	280	0.864544474	0.029221323	NA	NA	NA	NA
ASM9972	6	43	49252	28689	0.288360909	0.342857143	NA	NA	NA	NA
ASM9973	2	3	921	435	0.539174471	0.046870564	0.0687	NA	0.17	0.076
ASM9974	2	3	1231	500	0.450477029	0.008890573	0.713	NA	NA	NA
ASM9975	3	15	12077	8340	0.878346973	0.013874568	0.278	NA	NA	0.0706
ASM9976	3	5	4950	6322	0.539705726	0.026139749	0.213	NA	0.0132	0.016
ASM9977	6	15	16809	7617	NA	0.017447243	0.903	NA	0.143	0.0219
ASM9978	2	12	16818	7908	1	0.001427325	NA	NA	NA	NA
ASM9979	2	4	2111	871	0.183432443	0.030108156	NA	NA	NA	NA
ASM9980	2	36	13338	13376	1	0.022753443	3.68E-05	NA	0.166	0.0392
ASM9981	8	17	8117	4947	NA	0.034573851	NA	NA	0.0189	0.0302
ASM9982	11	31	1744	2014	1.50E-07	0	4.40E-06	2.91E-08	0.00139	0.042
ASM9983	5	26	15362	9930	0.855306299	0.333333333	0.062	NA	0.33	0.0412
ASM9984	6	32	9265	6695	1.06E-07	0	0.387	0.556	NA	0.0496
ASM9985	9	44	78936	21118	0.003014117	0.121469289	0.9	NA	0.00716	0.0187
ASM9986	8	19	7242	1937	4.78E-10	0.208266856	2.49E-07	0.893	9.45E-05	0.034
ASM9987	2	3	7221	4151	0.016317605	0.035056535	0.149	NA	0.184	0.425
ASM9988	7	20	2151	2757	0.074740613	0.048409745	NA	0.695	0.0812	0.182
ASM9989	4	17	5405	4181	0.005703795	0	NA	NA	0.777	0.0553
ASM9990	4	28	11721	8472	0.47357572	0	6.85E-06	NA	0.117	0.0249
ASM9991	2	4	336	842	0.418280534	0.050274491	0.811	NA	NA	NA
ASM9992	3	9	434	864	0.019494165	0.038302277	0.000666	NA	NA	0.124
ASM9993	9	10	4778	2508	0.01240482	0.143905773	5.90E-06	NA	0.00403	0.0337
ASM9994	4	17	20200	20660	0.599328597	0.004133591	NA	NA	NA	NA
ASM9995	4	6	3473	3824	0.107900804	0.067952255	NA	NA	0.718	0.0385
ASM9996	2	3	2473	463	0.071768184	0.019510844	0.0269	NA	0.055	0.112
ASM9997	2	14	8955	1547	0.860798253	0.015176352	NA	NA	NA	NA
ASM9998	2	3	5703	4557	0.698022085	0.008021825	0.263	NA	0.0403	0.0516
ASM9999	2	12	39240	36733	0.956802529	0	NA	NA	NA	NA
ASM10000	7	13	585	629	0.488073172	0	0.000633	NA	NA	NA
ASM10001	3	45	8694	7306	0.301276196	0	0.449	NA	0.803	0.123
ASM10002	2	5	161	155	0.868022638	0	NA	NA	NA	NA
ASM10003	2	4	51	55	0.623095089	0	NA	NA	NA	NA
ASM10004	10	14	1260	1577	0.12072486	0.098651961	0.922	NA	0.751	0.0529
ASM10005	3	6	1040	1739	0.586651933	0.066666667	NA	NA	NA	NA
ASM10006	2	4	59	127	0.331695988	0.066666667	NA	NA	NA	NA
ASM10007	4	14	210	0	NA	1	NA	NA	NA	NA
ASM10008	7	11	4190	1372	0.12943195	0.166666667	0.013	NA	NA	0.0751
ASM10009	3	4	5752	2829	0.609297672	0.026100255	0.114	NA	NA	NA
ASM10010	5	9	17095	13658	0.452884979	0.074911447	0.00394	NA	NA	0.521
ASM10011	2	5	23	6	0.975945808	0.888888889	1	NA	NA	NA
ASM10012	10	14	1947	2325	0.027015234	0.131746032	0.0556	NA	0.766	0.0653
ASM10013	8	21	10944	11453	0.324809208	0.013565978	0.083	NA	0.0479	0.023
ASM10014	4	8	1203	1294	0.267831948	0.020677629	NA	NA	0.161	0.0684
ASM10015	2	4	4325	3350	0.876117581	0.028891456	NA	NA	NA	0.0537
ASM10016	4	8	8527	6641	0.888263631	0.025884939	0.0395	NA	0.783	0.0734
ASM10017	2	14	890	2383	0.564335949	0.098652328	NA	NA	NA	NA
ASM10018	2	4	1302	3873	0.062921895	0.098652328	NA	NA	NA	NA
ASM10019	2	3	779	1214	0.934420297	0.008867266	0.793	NA	0.92	0.0522
ASM10020	2	3	862	1160	0.686655054	0.013734689	1	NA	NA	NA
ASM10021	2	3	2419	1197	0.320330689	0.144444444	0.0484	NA	NA	NA
ASM10022	2	3	254	284	1	0.005050505	NA	NA	NA	NA
ASM10023	2	5	2642	2631	0.845953677	0.005050505	NA	NA	NA	NA
ASM10024	2	3	1364	1	0.005024696	0.048039006	NA	NA	NA	0.616
ASM10025	2	3	662	333	0.318804997	0.02084196	1	NA	NA	NA
ASM10026	4	20	1756	324	0.994241489	0.015873016	NA	NA	NA	NA
ASM10027	4	9	8342	6581	1	0.022350379	0.382	NA	0.728	0.0585
ASM10028	5	14	295	1391	0.321598158	0	NA	NA	NA	NA
ASM10029	4	27	4084	3098	0.072612148	0	0.23	NA	0.0182	0.0581
ASM10030	2	4	193	72	0.756486872	0	0.51	NA	NA	NA
ASM10031	3	23	3734	1755	0.113385666	0.056720392	0.107	NA	NA	0.0342
ASM10032	3	4	2098	1090	0.608416014	0.085861686	NA	NA	1.69E-08	0.0291
ASM10033	2	3	13655	18376	0.607786077	0.185086167	0.0521	NA	1.69E-08	0.0291
ASM10034	2	3	15590	24155	0.720441658	0.005630631	1	NA	NA	NA
ASM10035	4	21	29601	44608	1	0.000154321	0.154	NA	1.69E-08	0.0164
ASM10036	3	4	105	303	0.053048667	0.833333333	NA	NA	NA	NA
ASM10037	4	11	563	1642	0.002368138	0.033198925	0.00104	NA	NA	NA
ASM10038	6	15	5708	4793	0.790199353	0	NA	NA	0.111	0.0501
ASM10039	8	49	1785	9955	0	0.767681093	1	NA	NA	0.0807
ASM10040	3	4	2285	1649	0.119450072	0.002979045	0.0138	NA	0.579	0.0735
ASM10041	6	34	7301	6201	0.024348855	0.314790765	0.108	NA	0.436	0.0321
ASM10042	2	3	406	384	0.611835382	0.012711495	NA	NA	0.231	0.0542
ASM10043	2	3	573	612	0.237872417	0.01227319	0.463	NA	NA	NA
ASM10044	6	20	3403	5163	0.023037944	0.109242136	0.125	NA	0.0362	0.0578
ASM10045	4	7	683	600	0.577654598	0.055070167	0.548	NA	NA	0.121
ASM10046	7	28	8785	5133	0.008594495	0.068395445	0.000437	NA	0.635	0.0541
ASM10047	2	3	4567	3195	0.735993057	0.0281511	NA	NA	0.0445	0.0438
ASM10048	6	12	14824	8487	1	0.028831148	0.364	NA	0.648	0.0312
ASM10049	5	21	2541	971	0.83885923	0.096445825	0.0223	NA	0.0431	0.0648
ASM10050	3	9	1009	528	0.031237272	0.121179362	NA	NA	NA	0.483
ASM10051	3	6	2289	308	0.009261695	0.027263916	0.91	NA	NA	0.157
ASM10052	4	23	19993	16609	1	0.338888889	0.044	NA	0.244	0.0284
ASM10053	3	40	9572	4972	0.241399865	0.004625944	1	NA	NA	0.166
ASM10054	2	4	188	86	0.501018534	0.322222222	NA	NA	NA	NA
ASM10055	4	20	9377	5883	0.044290147	0.030656109	0.0137	NA	0.0291	0.0325
ASM10056	5	28	42179	32710	0.818395653	0.123487623	0.251	NA	0.00307	0.0124
ASM10057	2	3	433	138	0.003862496	0.235551486	NA	NA	NA	NA
ASM10058	3	7	1840	878	0.001496	0.324684575	NA	NA	NA	0.876
ASM10059	2	8	1564	551	0.000959796	0.225681795	0.186	NA	NA	0.781
ASM10060	7	34	6194	12725	0.452304321	0.013888889	1	NA	NA	NA
ASM10061	2	3	1921	1459	0.547218733	0.004981534	1	NA	NA	NA
ASM10062	4	20	11844	7870	0.959273832	0	0.796	NA	0.826	0.0336
ASM10063	10	31	28719	16005	0.00673864	0.095974097	0.0666	NA	0.0142	0.0208
ASM10064	6	10	6631	3727	0.121869441	0.023240626	0.049	NA	0.245	0.0193
ASM10065	6	19	33188	19382	0.028353394	0.011072472	NA	NA	NA	0.0986
ASM10066	5	15	3044	5019	0.036987256	0.333333333	0.596	NA	0.568	0.0796
ASM10067	3	4	2492	1267	1	0.01417591	0.749	NA	0.868	0.0313
ASM10068	2	3	2464	1066	0.650352282	0.017609149	0.0645	NA	NA	NA
ASM10069	2	4	937	427	0.088621139	0.017609149	0.0136	NA	NA	NA
ASM10070	5	47	11999	6959	2.78E-06	0.666666667	0	0.965	1.42E-05	0.0744
ASM10071	3	12	15245	11155	0.090237336	0.008096348	NA	NA	0.198	0.0343
ASM10072	9	24	6083	5403	0.335777486	0	1	NA	NA	NA
ASM10073	8	23	13118	10133	0.145298959	0.333333333	0.00749	NA	NA	0.158
ASM10074	3	5	303	208	0.827385874	0.083333333	NA	NA	NA	NA
ASM10075	4	22	6098	3425	0.012622754	0.158308264	0.171	NA	0.095	0.0198
ASM10076	5	15	12285	9924	0.231897734	0.002797485	NA	NA	0.0246	0.0492
ASM10077	7	13	7428	12778	0.014254548	0.028292239	NA	NA	NA	0.109
ASM10078	4	5	4425	8546	2.25E-05	0.158211994	NA	NA	0.00116	0.0298
ASM10079	3	7	9601	21344	0.727678615	0.021713099	NA	NA	NA	NA
ASM10080	2	3	437	29	0.637187182	0.033881747	0.00709	NA	NA	0.0376
ASM10081	4	9	3271	397	0.424718408	0.033881747	NA	NA	NA	NA
ASM10082	9	15	14314	4601	0.008874687	0	0.234	6.64E-09	0.0175	0.0326
ASM10083	4	16	1032	6203	0.010600435	0.088367546	NA	NA	NA	0.0768
ASM10084	7	25	2288	353	0	0.244444444	NA	NA	NA	0.153
ASM10085	2	3	337	318	0.360295634	0.000713062	0.482	NA	NA	0.147
ASM10086	3	4	2820	2871	0.107184562	0.054785132	NA	NA	0.144	0.0685
ASM10087	2	7	83	54	0.892648523	0.031746032	NA	NA	NA	NA
ASM10088	6	17	0	2723	NA	0.872527473	NA	NA	NA	0.182
ASM10089	3	7	277745	70743	1	0.070747876	NA	NA	0.00171	0.019
ASM10090	9	18	1451	958	NA	0	NA	NA	NA	NA
ASM10091	6	13	6154	6534	0.115728709	0.058337743	NA	NA	NA	0.105
ASM10092	9	9	7589	8908	0.077294152	0.095878196	7.39E-09	NA	0.00887	0.0147
ASM10093	5	32	15903	20101	0.557610988	0	0.015	NA	0.0191	0.0537
ASM10094	4	5	1502	554	0.041604861	0.088141506	NA	NA	NA	0.104
ASM10095	4	13	5690	2538	0.041544011	0	NA	NA	NA	NA
ASM10096	4	5	3484	2572	0.322421003	0.032270599	NA	NA	0.0565	0.0274
ASM10097	2	3	1395	616	0.568606114	0.011114864	NA	NA	NA	0.0673
ASM10098	8	42	7444	3789	0.003975309	0.230392157	3.66E-05	NA	NA	0.0807
ASM10099	8	18	654	979	0.323266356	0	0.184	NA	NA	NA
ASM10100	4	8	3580	4611	0.735590425	0.107410281	NA	NA	NA	0.0474
ASM10101	9	11	16528	10036	7.38E-07	0.023842758	0.00079	NA	0.0118	0.0142
ASM10102	4	9	4752	6465	0.408546961	0.046798564	0.000656	NA	NA	NA
ASM10103	7	8	2321	2297	0.077471086	0	1	NA	NA	0.172
ASM10104	3	6	148	90	0.318067205	0.220634921	NA	NA	NA	NA
ASM10105	3	6	2541	2098	0.178803478	0.009723771	1	NA	NA	NA
ASM10106	4	6	737	754	NA	0.02477061	NA	NA	NA	NA
ASM10107	10	17	7990	7463	NA	0.094503389	0.211	NA	0.686	0.0226
ASM10108	5	6	833	1139	0.01889979	0.333333333	NA	NA	NA	0.103
ASM10109	3	19	113319	81234	0.690522005	0.488888889	0.000427	NA	0.0398	0.0195
ASM10110	9	14	2497	939	NA	0.008297258	0.0557	NA	NA	NA
ASM10111	2	3	654	259	0.730564107	0.01706137	NA	NA	NA	0.233
ASM10112	8	36	60475	79134	3.67E-06	0.030744188	0.00943	NA	0.00127	0.0129
ASM10113	2	3	767	1123	0.337937179	0.016741395	NA	NA	0.641	0.0566
ASM10114	2	3	2705	3778	0.89532943	0.003710173	1	NA	NA	NA
ASM10115	2	3	3221	4382	0.233778381	0.035976318	0.0128	NA	0.143	0.0504
ASM10116	3	8	4901	6601	0.592349947	0.003710173	NA	NA	NA	NA
ASM10117	8	16	559	1028	0.125670166	0.102777778	0.886	NA	NA	0.16
ASM10118	5	30	20568	21112	0.909240503	0	0.0135	NA	0.408	0.0433
ASM10119	2	3	3136	5442	1	0.02180136	0.642	NA	0.758	0.0496
ASM10120	2	3	554	362	0.346626587	0.021591805	0.688	NA	NA	NA
ASM10121	6	39	3995	6237	0.036178647	0.313229283	NA	NA	NA	0.104
ASM10122	2	4	9732	10545	1	0.291666667	NA	NA	0.0848	0.0541
ASM10123	9	15	33737	20414	NA	0.044016291	0.338	NA	0.103	0.00873
ASM10124	5	44	15649	19003	1	0.08828517	1	NA	0.898	0.0288
ASM10125	7	24	8343	10221	0.602989539	0.042239135	0.0284	NA	0.229	0.0281
ASM10126	7	18	1230	683	0.000257387	0	0.302	NA	NA	NA
ASM10127	7	9	6876	12566	0.35294502	0.036895175	NA	NA	NA	0.0222
ASM10128	7	13	15369	7682	NA	0	0.873	NA	0.323	0.105
ASM10129	5	29	19046	22742	0.000659423	0	9.13E-11	NA	0.000134	0.0279
ASM10130	5	7	4421	4834	0.412766236	0.03722504	NA	NA	0.0583	0.0219
ASM10131	8	30	3951	3286	0.11586628	0.305555556	0.0452	NA	0.0112	0.0708
ASM10132	7	22	6491	9412	0.874766493	0	0.867	NA	0.795	0.0559
ASM10133	3	5	4007	4936	0.703353689	0.010461435	NA	NA	NA	0.0612
ASM10134	2	5	3329	4505	0.895243896	0.001317523	NA	NA	NA	NA
ASM10135	7	26	22256	36109	1	0	1.40E-07	NA	0.205	0.0277
ASM10136	2	4	50	112	0.430535005	0	NA	NA	NA	NA
ASM10137	5	18	619	843	NA	0.041666667	0.000179	NA	NA	NA
ASM10138	5	13	4757	5832	0.436645772	0.111336283	NA	NA	0.426	0.0324
ASM10139	4	8	3049	7965	0.781172521	0	NA	NA	NA	NA
ASM10140	2	4	7621	7761	0.399176862	0.03281535	NA	NA	NA	0.097
ASM10141	10	17	16742	16961	0.874758413	0.083333333	NA	NA	0.000591	0.0144
ASM10142	7	7	7642	8232	0.004770282	0.045895998	1.11E-16	NA	0.000591	0.0149
ASM10143	9	41	22243	24028	0	7.44E-05	2.11E-15	1.60E-18	1.09E-06	0.0131
ASM10144	2	3	229	324	0.04359723	0.117604528	NA	NA	NA	NA
ASM10145	2	4	56	59	0.018202299	1	1	NA	NA	NA
ASM10146	2	4	39	23	0.020030862	1	1	NA	NA	NA
ASM10147	2	4	255	22	0.03808344	0.10300207	1	NA	NA	NA
ASM10148	4	28	8644	10192	0.021252925	0.076254392	7.57E-06	NA	NA	0.0474
ASM10149	2	3	4007	3407	0.057332828	0.020196895	6.03E-05	NA	NA	0.402
ASM10150	9	16	3967	4106	0.001111698	0.013588482	0.0223	NA	0.0185	0.037
ASM10151	2	3	312	406	0.486117512	0.088154102	NA	NA	0.698	0.037
ASM10152	3	26	20867	20324	0.92274935	0.6	0.707	NA	NA	NA
ASM10153	5	22	25460	24470	0.879700599	0.122619048	9.10E-05	NA	0.158	0.0363
ASM10154	2	3	979	538	0.901513695	0.031532326	0.314	NA	0.796	0.0468
ASM10155	3	5	6989	6890	0.968499043	0.029060987	0.491	NA	0.286	0.0407
ASM10156	2	3	432	323	0.864814093	0.00569202	0.289	NA	NA	NA
ASM10157	2	4	4870	3080	0.367077855	0.035163603	NA	NA	NA	0.0623
ASM10158	5	16	5732	6550	0.000133414	0	1	NA	NA	NA
ASM10159	7	14	4659	4836	NA	0.003896945	NA	NA	NA	NA
ASM10160	4	8	367	367	0.109265214	0.042490842	0.574	NA	NA	NA
ASM10161	2	4	8	4	0.907595603	0	NA	NA	NA	NA
ASM10162	3	7	85169	105240	0.044813891	0.047720461	NA	NA	0.000906	0.00883
ASM10163	7	10	4260	6906	0.027535365	0.096705124	5.05E-05	NA	0.0998	0.0339
ASM10164	2	4	1565	1017	0.36958856	0.083790234	NA	NA	NA	0.2
ASM10165	2	3	4252	6897	0.668018792	0.021768664	NA	NA	0.0177	0.021
ASM10166	5	15	52776	97690	NA	0.007592453	NA	NA	NA	NA
ASM10167	3	6	1701	2426	0.67050987	0.055555556	NA	NA	NA	NA
ASM10168	2	3	215	557	0.370326166	0.059445938	4.53E-05	NA	NA	NA
ASM10169	7	9	8032	8862	0.063841972	0.137334664	0.746	NA	0.889	0.076
ASM10170	6	17	11014	14904	0.093251682	0.011705452	0.00929	NA	NA	0.384
ASM10171	2	3	886	686	0.868089225	0.11506734	NA	NA	NA	NA
ASM10172	3	5	166	221	0.881862484	0.136834734	NA	NA	NA	NA
ASM10173	2	3	627	516	0.310891468	0.011614998	3.57E-05	NA	NA	NA
ASM10174	5	17	99006	58411	0.508277474	0	NA	NA	0.857	0.00913
ASM10175	7	16	12526	12644	0.663110285	0.066666667	1	NA	NA	0.0359
ASM10176	10	18	12548	13454	0.014356286	0.027099806	0.00807	NA	0.11	0.0218
ASM10177	3	6	173	287	0.721588918	0.041666667	NA	NA	NA	NA
ASM10178	7	9	1882	3846	0.839721434	0.011519658	NA	NA	0.525	0.196
ASM10179	6	24	8325	9011	0.401355355	0.020762215	0.183	NA	0.412	0.0231
ASM10180	5	28	14963	13473	0.644591711	0.333333333	0.128	NA	NA	0.0348
ASM10181	2	4	1390	752	0.393970346	0.05	NA	NA	NA	NA
ASM10182	2	4	1145	1608	0.57901396	0.004026796	0.304	NA	NA	NA
ASM10183	4	10	6036	4197	0.997275596	0.021991135	0.129	NA	0.463	0.0298
ASM10184	10	22	3473	2913	0.216392431	0.187403337	NA	NA	NA	NA
ASM10185	2	4	1823	2551	0.964750198	0.004711223	NA	NA	NA	NA
ASM10186	7	14	10960	10860	NA	0.002063304	NA	NA	NA	NA
ASM10187	6	23	301836	476074	1	0.222222222	NA	NA	NA	NA
ASM10188	7	16	4547	5435	0.065971348	0.027380119	1	NA	NA	0.107
ASM10189	2	3	4566	3776	1	0.042183098	NA	NA	0.0813	0.0489
ASM10190	6	25	30427	25595	0.343940125	0.125	0.185	NA	NA	0.0212
ASM10191	8	18	1647	1387	0.503491287	0.093362193	2.84E-05	NA	0.00623	0.0724
ASM10192	2	3	520	763	0.333757812	0.011131034	NA	NA	NA	NA
ASM10193	2	4	709	611	0.067672233	0.070380485	0.387	NA	NA	NA
ASM10194	8	19	2721	3046	NA	0.117651939	0.0942	NA	NA	0.0456
ASM10195	5	13	11422	13106	0.433838891	0.001121665	1	NA	NA	NA
ASM10196	2	3	1446	1622	1	0.000157137	NA	NA	NA	NA
ASM10197	5	19	10184	19655	0.300029658	0.010423393	0.00212	NA	NA	NA
ASM10198	4	20	15131	13555	1	0.026587785	0.992	NA	0.334	0.0167
ASM10199	4	11	81	514	0.007365816	0.330376595	NA	NA	NA	NA
ASM10200	2	4	0	451	NA	0.819444444	NA	NA	NA	NA
ASM10201	3	6	1273	2928	0.351072601	0.069422861	NA	0.777	NA	0.119
ASM10202	2	16	1477	3272	0.003557965	0.105555556	NA	NA	0.357	NA
ASM10203	8	10	47000	40693	0.928315155	0.000983711	NA	NA	NA	0.162
ASM10204	2	4	7448	5305	0.523749307	0.003513574	1	NA	NA	0.201
ASM10205	7	14	56292	37553	0.542906893	0.002142132	0.014	NA	0.0898	0.0202
ASM10206	4	6	4210	8978	0.183869094	0.045793744	NA	NA	0.2	0.0544
ASM10207	4	38	11867	11053	0.137905327	0.015801939	0.0314	NA	0.0775	0.0487
ASM10208	3	7	8710	8475	0.008296852	0.067833317	1	NA	0.00279	0.0292
ASM10209	2	4	14	301	0.777773009	0	NA	NA	NA	NA
ASM10210	4	34	18802	21801	0.52354165	0.15953491	0.14	NA	NA	NA
ASM10211	3	36	21332	31412	1	0.091193025	0.0202	NA	0.0353	0.0151
ASM10212	8	13	64012	112267	NA	0.050932993	NA	NA	0.82	0.00656
ASM10213	10	8	8512	10638	NA	0.03726635	1	NA	0.0143	0.0254
ASM10214	4	6	1104	2639	0.699522612	0.021466135	0.478	NA	NA	NA
ASM10215	2	4	10212	13776	1	0	1	NA	NA	0.0527
ASM10216	8	9	23972	30965	0.011225401	0.020528984	0.0452	NA	0.495	0.0187
ASM10217	8	10	3861	30166	0.239415617	0.019745087	NA	NA	0.153	0.0391
ASM10218	5	34	1648	1783	0.129198855	0.061363636	0.241	NA	NA	0.266
ASM10219	2	9	10838	15411	0.620305788	0.000823921	NA	NA	NA	NA
ASM10220	3	4	4693	4732	0.018694403	0.029154583	NA	NA	0.0363	0.0461
